Series Name,Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Unemployment, total (% of total labor force) (modeled ILO estimate)",Eswatini,..,21.31999969,21.42000008,21.60000038,21.65999985,21.64999962,22.07999992,22.5,23.12000084,23.81999969,24.39999962,25,25.73999977,26.38999939,26.95999908,27.46999931,27.85000038,28.23999977,27.45000076,27.38999939,26.81999969,26.14999962,25.52000046,24.89999962,24.13999939,23.44000053,22.71999931,22.54000092,22.37000084,22.23999977
"Unemployment, total (% of total labor force) (national estimate)",Eswatini,..,..,..,..,..,21.64999962,..,22.5,..,..,..,..,..,..,..,..,..,28.23999977,..,..,..,..,..,..,..,..,22.71999931,..,..,..
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Eswatini,..,44.24000168,44.56000137,44.91999817,45.08000183,45.45999908,47.86999893,50.31000137,51.88000107,53.20999908,54.11000061,54.95000076,56.38000107,57.29999924,58.04999924,59.04999924,59.72999954,60.25999832,58.20000076,57.93999863,56.90000153,55.54999924,54.65999985,53.43000031,51.59999847,50.22999954,48.97999954,49.09000015,49.20000076,49.16999817
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Eswatini,..,..,..,..,..,42.99000168,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.04999924,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Eswatini,..,41.86000061,42.25,43.04999924,43.63000107,43.97999954,43.34000015,42.68000031,43.54999924,44.84999847,45.93999863,47.20999908,48.36000061,49.63000107,50.59999847,51.34999847,52.13999939,53.09999847,52.25999832,52.20999908,51.22000122,49.95999908,48.36000061,47.15999985,45.79000092,44.33000183,43.31000137,43.29999924,43.36000061,43.56999969
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Eswatini,..,..,..,..,..,44.15999985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.20999908,..,..,..
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Eswatini,..,42.93000031,43.29000092,43.90999985,44.29999924,44.68000031,45.43999863,46.18999863,47.36999893,48.68000031,49.70000076,50.83000183,52.18000031,53.34000015,54.25999832,55.18999863,55.95999908,56.74000168,55.33000183,55.20999908,54.22000122,52.86999893,51.56999969,50.29000092,48.63999939,47.18000031,46.02000046,46.04999924,46.11999893,46.22000122
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Eswatini,..,..,..,..,..,43.58000183,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.06000137,..,..,..
Access to electricity (% of population),Ethiopia,..,..,..,..,..,..,..,..,..,..,12.7,25.5699501,26.46764374,27.34658241,28.20229721,14,29.84758186,79.93088065,31.47476959,32.31053543,33.17653275,23,35.04212952,36.04441452,27.2,29,42.9,44.3,44.97995758,..
"Children in employment, total (% of children ages 7-14)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56,..,..,..,..,..,26.1,..,..,..,..,..,..,..,..
"Children out of school, primary",Ethiopia,..,..,..,..,7228304,7270373,7103331,..,6728261,6643489,6382724,6085635,6014090,6143478,6045715,4919386,4513859,3955683,3286605,3441635,3811908,3293817,3113007,..,2194044,2306559,..,..,..,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.215089798,..,..,..,12.51169014,..,..,..,..,..,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.383869886,..,..,..,5.895410061,..,..,..,..,..,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5045700073,..,..,..,1.092990041,..,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.024189949,..,..,..,8.836050034,..,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),Ethiopia,..,76.84999847,77.05000305,76.80000305,76.76000214,76.61000061,76.27999878,76.23999786,76.45999908,76.36000061,76.69999695,76.91999817,77.41000366,78.01000214,77.91999817,78.12000275,77.43000031,76.65000153,75.83000183,75.04000092,74.04000092,73.04000092,72.11000061,71.02999878,70.20999908,69.40000153,68.63999939,67.90000153,67.29000092,66.62999725
Employment in industry (% of total employment) (modeled ILO estimate),Ethiopia,..,6.789999962,6.730000019,6.690000057,6.639999866,6.599999905,6.570000172,6.539999962,6.510000229,6.510000229,6.599999905,6.71999979,6.840000153,6.989999771,7.190000057,7.360000134,7.420000076,7.519999981,7.630000114,7.760000229,7.929999828,8.090000153,8.25,8.409999847,8.590000153,8.770000458,8.960000038,9.119999886,9.220000267,9.319999695
Employment in services (% of total employment) (modeled ILO estimate),Ethiopia,..,16.36000061,16.21999931,16.51000023,16.60000038,16.79000092,17.14999962,17.21999931,17.04000092,17.12999916,16.70000076,16.37000084,15.75,15,14.89000034,14.52000046,15.14999962,15.84000015,16.53000069,17.20000076,18.04000092,18.87000084,19.64999962,20.55999947,21.20999908,21.82999992,22.39999962,22.98999977,23.47999954,24.04999924
GDP growth (annual %),Ethiopia,2.726451783,-7.1374797,-8.672480148,13.14283398,3.189964582,6.127511414,12.42617378,3.133906851,-3.458139134,5.162145821,6.07321748,8.301306321,1.514725706,-2.161359722,13.57260314,11.81876595,10.83472707,11.456167,10.78852169,8.802553198,12.55053835,11.17829623,8.647811633,10.58227005,10.25749296,10.39246302,9.433482658,9.564189643,6.816147797,..
Informal employment (% of total non-agricultural employment),Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Informal employment, female (% of total non-agricultural employment)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",Ethiopia,..,..,..,..,27.01135063,..,..,..,..,..,..,..,..,..,35.90000153,29.8203392,..,38.99597931,..,..,..,..,..,..,..,..,..,51.7711792,..,..
"Literacy rate, youth total (% of people ages 15-24)",Ethiopia,..,..,..,..,33.58539963,..,..,..,..,..,..,..,..,..,49.90000153,44.60596848,..,54.98297882,..,..,..,..,..,..,..,..,..,72.75482178,..,..
"Lower secondary completion rate, total (% of relevant age group)",Ethiopia,..,..,..,..,11.83026981,11.27684975,10.82612038,..,..,8.314800262,..,..,..,..,..,19.21250916,..,..,29.41283035,27.75757027,28.53528023,..,25.63134956,..,29.19408035,29.46479034,..,..,..,..
"Over-age students, primary (% of enrollment)",Ethiopia,..,..,..,..,23.31052,23.3345,24.11644,..,31.68268,26.95115,22.99334,24.89345,25.13011,25.53188,24.30093,21.18884,21.23776,20.32094,19.26767,18.45643,19.4568,17.47126,15.93591,..,13.37524,12.12287,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.47999954,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (modeled ILO estimate)",Ethiopia,..,3.119999886,3.180000067,3.329999924,3.269999981,3.579999924,3.920000076,4.159999847,4.539999962,4.989999771,4.659999847,4.340000153,4.130000114,3.880000114,3.630000114,3.279999971,3.140000105,2.99000001,2.910000086,3.049999952,3.049999952,3.019999981,2.99000001,2.950000048,2.920000076,2.890000105,2.849999905,2.799999952,2.720000029,2.680000067
"Unemployment, female (% of female labor force) (national estimate)",Ethiopia,..,..,..,..,3.299999952,..,..,..,..,5.059999943,..,..,..,..,..,3.25,..,..,..,..,..,..,..,2.940000057,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (modeled ILO estimate)",Ethiopia,..,2.839999914,2.869999886,2.890000105,2.970000029,2.930000067,2.869999886,2.869999886,2.779999971,2.680000067,2.529999971,2.400000095,2.269999981,2.130000114,1.940000057,1.830000043,1.75,1.700000048,1.659999967,1.75,1.74000001,1.690000057,1.669999957,1.659999967,1.620000005,1.600000024,1.580000043,1.529999971,1.50999999,1.480000019
"Unemployment, male (% of male labor force) (national estimate)",Ethiopia,..,..,..,..,3,..,..,..,..,2.720000029,..,..,..,..,..,1.809999943,..,..,..,..,..,..,..,1.649999976,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",Ethiopia,..,2.960000038,3.00999999,3.079999924,3.099999905,3.210000038,3.329999924,3.440000057,3.559999943,3.710000038,3.49000001,3.279999971,3.109999895,2.920000076,2.710000038,2.5,2.390000105,2.289999962,2.24000001,2.349999905,2.339999914,2.299999952,2.279999971,2.25,2.220000029,2.200000048,2.170000076,2.119999886,2.069999933,2.039999962
"Unemployment, total (% of total labor force) (national estimate)",Ethiopia,..,..,..,..,3.099999905,..,..,..,..,3.710000038,..,..,..,..,..,2.5,..,..,..,..,..,..,..,2.25,..,..,..,..,..,..
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",Ethiopia,..,4.849999905,4.909999847,5.099999905,5.090000153,5.489999771,5.940000057,6.28000021,6.739999771,7.309999943,6.809999943,6.320000172,5.960000038,5.550000191,5.150000095,4.670000076,4.489999771,4.320000172,4.230000019,4.46999979,4.5,4.480000019,4.449999809,4.409999847,4.369999886,4.340000153,4.289999962,4.21999979,4.130000114,4.079999924
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Ethiopia,..,..,..,..,..,..,..,..,..,7.449999809,..,..,..,..,..,4.599999905,..,..,..,..,..,..,..,4.480000019,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",Ethiopia,..,3.890000105,3.900000095,3.99000001,4.110000134,4.050000191,4.010000229,4,3.849999905,3.75999999,3.579999924,3.390000105,3.200000048,2.980000019,2.769999981,2.630000114,2.559999943,2.5,2.480000019,2.619999886,2.630000114,2.599999905,2.579999924,2.569999933,2.529999971,2.50999999,2.480000019,2.420000076,2.390000105,2.359999895
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Ethiopia,..,..,..,..,..,..,..,..,..,3.829999924,..,..,..,..,..,2.630000114,..,..,..,..,..,..,..,2.650000095,..,..,..,..,..,..
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Ethiopia,..,4.320000172,4.349999905,4.489999771,4.550000191,4.690000057,4.880000114,5.03000021,5.159999847,5.380000114,5.059999943,4.739999771,4.480000019,4.179999828,3.880000114,3.579999924,3.460000038,3.349999905,3.299999952,3.480000019,3.5,3.470000029,3.450000048,3.430000067,3.390000105,3.359999895,3.329999924,3.25999999,3.210000038,3.170000076
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Ethiopia,..,..,..,..,..,..,..,..,..,5.420000076,..,..,..,..,..,3.609999895,..,..,..,..,..,..,..,3.529999971,..,..,..,..,..,..
Access to electricity (% of population),Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.1,65.67723083,65.84353638,66.04543304,66.27403259,66.52042389,66.77571869,67.03250122,..
"Children in employment, total (% of children ages 7-14)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children out of school, primary",Equatorial Guinea,..,..,..,..,23795,..,..,..,..,..,24570,20374,22752,25175,..,..,..,..,59450,63547,67334,68909,70017,..,..,83611,..,..,..,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),Equatorial Guinea,..,54.79000092,54.13999939,53.65000153,52.95000076,52.11999893,50.70999908,49.20000076,48.11000061,46.90999985,45.63999939,44.06999969,42.77000046,41.58000183,40.36999893,39.40999985,38.72000122,37.88999939,37.20999908,37.09999847,37.18999863,37.11000061,37.20999908,37.52000046,37.81000137,38.36000061,38.86000061,39.18999863,39.15000153,39.50999832
Employment in industry (% of total employment) (modeled ILO estimate),Equatorial Guinea,..,10.39000034,10.56999969,10.81000042,11.15999985,11.64000034,12.52999973,13.22000027,14.25,15.43000031,16.87000084,18.38999939,19.95999908,21.48999977,22.82999992,23.95000076,24.87000084,25.84000015,26.48999977,26.47999954,26.42000008,26.14999962,25.45000076,24.72999954,23.87000084,22.79000092,21.81999969,21.10000038,20.36000061,19.35000038
Employment in services (% of total employment) (modeled ILO estimate),Equatorial Guinea,..,34.81999969,35.29000092,35.54000092,35.90000153,36.24000168,36.75999832,37.58000183,37.65000153,37.66999817,37.5,37.54999924,37.27000046,36.93000031,36.81000137,36.63000107,36.40999985,36.27000046,36.29999924,36.40999985,36.40000153,36.74000168,37.34000015,37.75,38.33000183,38.84999847,39.31999969,39.70000076,40.49000168,41.13999939
GDP growth (annual %),Equatorial Guinea,-1.758564084,-1.022238878,34.74532003,11.03321304,16.66883554,17.48626373,66.57999722,149.9729635,23.77448233,25.66401544,18.21377996,63.37987543,19.46283404,13.95525032,37.99872686,16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133198501,0.4150663016,-9.110041149,-8.816417232,-5.667502957,-6.356339113,..
Informal employment (% of total non-agricultural employment),Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Informal employment, female (% of total non-agricultural employment)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,88.3082962,..,..,..,..,..,..,..,..,..,94.3705368,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,97.13137054,..,..,..,..,..,..,..,..,..,97.96704102,..,..,..,..,..,..,..,..,..
"Lower secondary completion rate, total (% of relevant age group)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,12.49407959,..,..,..,..,19.66152,..,..,..,..,..,26.8906002,28.84306908,..,..,24.19734955,..,..,..,..
"Over-age students, primary (% of enrollment)",Equatorial Guinea,..,..,..,..,44.32021,..,..,..,..,..,36.77855,32.93959,32.93915,30.4781,..,..,..,..,30.25438,30.36631,30.18187,28.31458,26.30367,..,..,22.57591,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (modeled ILO estimate)",Equatorial Guinea,..,8.199999809,8.43999958,8.479999542,8.670000076,8.930000305,9.260000229,9.010000229,9.199999809,9.069999695,9.010000229,8.949999809,8.949999809,8.859999657,8.859999657,8.609999657,8.43999958,8.399999619,8.359999657,8.699999809,8.699999809,8.770000458,8.890000343,8.75,8.68999958,8.550000191,8.420000076,8.300000191,8.180000305,8.119999886
"Unemployment, female (% of female labor force) (national estimate)",Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (modeled ILO estimate)",Equatorial Guinea,..,8.369999886,8.329999924,8.520000458,8.449999809,8.260000229,8.029999733,8.18999958,8.06000042,8.229999542,8.220000267,8.229999542,8.31000042,8.369999886,8.270000458,8.300000191,8.149999619,7.949999809,7.880000114,8.170000076,8.260000229,8.199999809,8.149999619,8.25,8.170000076,8.170000076,8.140000343,8.029999733,7.929999828,7.849999905
